pitcher_id,pitcher_name,season,level_name,opp_1b_2b,opp_2b_3b,games,total_opps,sb,cs,attempts,attempt_rate,success_rate,sb_rate,post2022,year_rel
445060,Ricky Nolasco,2019,AA,8,5,2,13,4,0,4,0.3076923076923077,1.0,0.3076923076923077,0,-3
455605,J.D. Martin,2019,AA,56,37,14,93,19,2,21,0.2258064516129032,0.9047619047619048,0.2043010752688172,0,-3
456387,Ryan Feierabend,2019,AA,8,8,1,16,2,0,2,0.125,1.0,0.125,0,-3
458220,Esmerling Vasquez,2019,AA,13,4,5,17,4,1,5,0.2941176470588235,0.8,0.2352941176470588,0,-3
458924,Jonny Venters,2019,AA,11,2,8,13,0,0,0,0.0,,0.0,0,-3
471174,Luis Vasquez,2019,AA,15,7,9,22,5,0,5,0.2272727272727272,1.0,0.2272727272727272,0,-3
476595,Lucas Luetge,2019,AA,13,6,10,19,2,2,4,0.2105263157894736,0.5,0.1052631578947368,0,-3
476601,Michael Bowden,2019,AA,9,9,4,18,4,2,6,0.3333333333333333,0.6666666666666666,0.2222222222222222,0,-3
502578,Aaron Barrett,2019,AA,32,16,27,48,4,1,5,0.1041666666666666,0.8,0.0833333333333333,0,-3
518603,Justin De Fratus,2019,AA,49,23,15,72,8,3,11,0.1527777777777778,0.7272727272727273,0.1111111111111111,0,-3
519246,Andres Santiago,2019,AA,14,10,6,24,3,0,3,0.125,1.0,0.125,0,-3
519322,Drew Storen,2019,AA,9,9,7,18,0,1,1,0.0555555555555555,0.0,0.0,0,-3
532936,Mario Sanchez,2019,AA,47,30,20,77,1,1,2,0.0259740259740259,0.5,0.0129870129870129,0,-3
542587,Elvis Araujo,2019,AA,15,13,14,28,2,1,3,0.1071428571428571,0.6666666666666666,0.0714285714285714,0,-3
543234,Rayan González,2019,AA,40,15,30,55,5,1,6,0.109090909090909,0.8333333333333334,0.0909090909090909,0,-3
543238,Anthony Gose,2019,AA,15,13,13,28,0,0,0,0.0,,0.0,0,-3
543409,Michael Kohn,2019,AA,9,1,8,10,0,0,0,0.0,,0.0,0,-3
543594,Sean Nolin,2019,AA,7,10,4,17,1,2,3,0.1764705882352941,0.3333333333333333,0.0588235294117647,0,-3
543942,Rob Wooten,2019,AA,16,8,5,24,3,1,4,0.1666666666666666,0.75,0.125,0,-3
545346,Zach Lee,2019,AA,23,4,8,27,1,0,1,0.037037037037037,1.0,0.037037037037037,0,-3
545404,Brandon Beachy,2019,AA,36,24,11,60,12,2,14,0.2333333333333333,0.8571428571428571,0.2,0,-3
547001,Cody Poteet,2019,AA,38,18,13,56,7,1,8,0.1428571428571428,0.875,0.125,0,-3
547177,Phil Pfeifer,2019,AA,17,12,8,29,2,0,2,0.0689655172413793,1.0,0.0689655172413793,0,-3
548337,Logan Verrett,2019,AA,17,8,7,25,2,1,3,0.12,0.6666666666666666,0.08,0,-3
553883,Jose Campos,2019,AA,18,10,14,28,3,0,3,0.1071428571428571,1.0,0.1071428571428571,0,-3
554234,Williams Pérez,2019,AA,44,18,13,62,10,3,13,0.2096774193548387,0.7692307692307693,0.1612903225806451,0,-3
571440,Jeff Ames,2019,AA,31,15,21,46,13,2,15,0.3260869565217391,0.8666666666666667,0.2826086956521739,0,-3
571479,Andrew Bellatti,2019,AA,19,9,12,28,8,0,8,0.2857142857142857,1.0,0.2857142857142857,0,-3
571687,Ian Gardeck,2019,AA,12,7,9,19,1,1,2,0.1052631578947368,0.5,0.0526315789473684,0,-3
571727,Scott Griggs,2019,AA,21,13,20,34,7,0,7,0.2058823529411764,1.0,0.2058823529411764,0,-3
571751,Jordan Harrison,2019,AA,33,17,24,50,4,1,5,0.1,0.8,0.08,0,-3
571825,James Jones,2019,AA,38,15,25,53,0,0,0,0.0,,0.0,0,-3
571911,Damien Magnifico,2019,AA,33,18,28,51,1,2,3,0.0588235294117647,0.3333333333333333,0.0196078431372549,0,-3
571939,Trey McNutt,2019,AA,14,6,9,20,2,0,2,0.1,1.0,0.1,0,-3
571993,Chris Nunn,2019,AA,11,5,9,16,0,0,0,0.0,,0.0,0,-3
572089,Paco Rodríguez,2019,AA,8,3,5,11,0,1,1,0.0909090909090909,0.0,0.0,0,-3
